id,carat,cut,color,clarity,depth,table,x,y,z,price
186514,1.5,Ideal,H,VVS1,61.2,56.0,7.37,7.4,4.51,13320
186515,0.3,Premium,E,VS1,61.5,59.0,4.31,4.33,2.65,710
186516,1.5,Premium,I,VS2,62.0,62.0,7.23,7.3,4.52,8743
186517,1.01,Ideal,J,VS2,62.6,57.0,6.35,6.39,3.99,4350
186518,0.71,Premium,D,SI2,62.7,57.0,5.73,5.65,3.56,2096
186519,0.72,Very Good,I,VS1,63.1,56.0,5.75,5.71,3.61,2419
186520,0.51,Very Good,E,SI1,63.1,59.0,5.04,5.11,3.2,1438
186521,1.04,Ideal,F,SI1,63.0,57.0,6.44,6.38,4.03,5148
186522,1.53,Very Good,F,SI2,59.8,58.0,7.48,7.58,4.49,7006
186523,1.31,Ideal,G,VS1,61.9,56.0,6.98,7.05,4.34,10331
186524,0.3,Very Good,G,VS1,60.6,61.0,4.3,4.33,2.61,676
186525,1.24,Very Good,H,SI2,60.4,61.0,6.91,6.95,4.19,5050
186526,1.23,Very Good,I,SI1,61.3,59.0,6.84,6.92,4.21,5105
186527,0.27,Ideal,E,VVS2,60.6,57.0,4.18,4.21,2.55,674
186528,1.05,Premium,E,SI2,61.4,60.0,6.54,6.58,4.02,4712
186529,1.05,Very Good,D,VS1,59.1,58.0,6.63,6.69,3.95,9176
186530,1.27,Premium,I,SI1,62.6,58.0,6.92,6.9,4.32,6181
186531,0.71,Ideal,D,SI2,59.1,59.0,5.84,5.88,3.46,2487
186532,0.32,Ideal,G,VS1,61.5,56.0,4.42,4.39,2.71,828
186533,0.53,Ideal,G,VVS2,61.9,54.0,5.18,5.24,3.23,1743
186534,0.55,Premium,F,SI2,58.8,62.0,5.35,5.3,3.15,1143
186535,0.3,Ideal,D,VVS2,61.1,56.0,4.32,4.31,2.63,841
186536,0.54,Ideal,G,VS2,62.2,55.0,5.24,5.27,3.27,1550
186537,0.71,Ideal,H,VS2,61.5,55.0,5.73,5.75,3.53,2594
186538,1.0,Premium,E,SI1,61.9,62.0,6.4,6.36,3.95,5294
186539,1.53,Premium,H,VS1,61.1,59.0,7.45,7.35,4.53,11303
186540,0.35,Premium,E,VS1,60.3,58.0,4.58,4.54,2.75,1063
186541,2.05,Ideal,D,SI2,62.0,56.0,8.16,8.12,5.05,18062
186542,1.2,Good,G,SI2,63.6,56.0,6.72,6.75,4.28,4703
186543,1.64,Premium,I,VS1,59.9,59.0,7.67,7.61,4.59,11389
186544,1.14,Ideal,I,SI1,62.0,55.0,6.68,6.74,4.16,4877
186545,1.0,Premium,G,SI2,62.4,61.0,6.38,6.35,3.97,3763
186546,1.01,Good,E,SI2,63.9,56.0,6.34,6.41,4.06,5027
186547,0.71,Ideal,E,VS2,62.3,56.0,5.73,5.76,3.58,2891
186548,1.11,Very Good,H,SI2,61.9,56.0,6.63,6.71,4.13,5190
186549,1.0,Good,E,VS2,63.1,62.0,6.27,6.34,3.98,6942
186550,1.15,Ideal,H,SI2,60.8,56.0,6.82,6.78,4.13,4077
186551,2.23,Ideal,J,SI1,61.8,57.0,8.39,8.31,5.18,8317
186552,1.01,Good,G,SI2,63.8,57.0,6.37,6.29,4.04,3504
186553,1.01,Ideal,H,SI1,60.1,56.0,6.54,6.49,3.92,4834
186554,0.92,Ideal,D,SI2,61.9,57.0,6.22,6.19,3.83,4327
186555,2.03,Premium,I,SI2,62.5,59.0,8.02,8.07,5.02,15694
186556,1.01,Premium,F,VS1,59.2,59.0,6.63,6.57,3.9,7162
186557,0.54,Very Good,F,VS2,63.0,58.0,5.21,5.25,3.29,1389
186558,0.44,Ideal,G,VVS2,61.6,55.0,4.91,4.94,3.03,1092
186559,0.7,Very Good,H,SI1,60.4,59.0,5.74,5.77,3.48,2207
186560,0.83,Ideal,G,SI2,62.1,57.0,6.02,6.0,3.73,2487
186561,1.02,Ideal,I,VS2,62.7,53.0,6.43,6.4,4.03,5006
186562,0.71,Very Good,D,VS2,60.9,58.0,5.76,5.78,3.52,2977
186563,0.77,Very Good,E,SI2,59.8,58.0,5.97,6.03,3.59,2420
186564,0.41,Ideal,D,VS1,61.0,56.0,4.78,4.82,2.93,1179
186565,0.9,Very Good,G,SI2,62.8,58.0,6.12,6.15,3.86,3250
186566,0.7,Premium,E,SI2,59.1,60.0,5.81,5.83,3.44,2398
186567,1.01,Good,H,SI1,63.8,60.0,6.32,6.36,4.05,4532
186568,0.91,Good,H,SI1,63.1,59.0,6.15,6.09,3.87,3994
186569,0.63,Ideal,G,VS2,62.0,56.0,5.44,5.49,3.38,1772
186570,0.9,Very Good,I,VVS1,63.0,59.0,6.08,6.1,3.83,3881
186571,1.27,Ideal,G,SI1,62.2,55.0,6.9,6.94,4.31,7074
186572,1.03,Premium,D,SI1,61.3,59.0,6.54,6.47,3.98,5840
186573,0.46,Very Good,G,VVS1,61.9,61.0,4.92,4.95,3.05,1438
186574,0.52,Premium,G,SI2,61.2,61.0,5.21,5.16,3.17,1071
186575,0.37,Ideal,D,SI1,61.6,57.0,4.62,4.66,2.86,791
186576,1.5,Good,E,SI1,62.3,64.0,7.25,7.18,4.51,9158
186577,0.32,Very Good,E,VVS1,61.5,55.0,4.42,4.45,2.73,790
186578,0.78,Very Good,F,SI2,60.7,56.0,5.95,5.98,3.61,2230
186579,0.31,Ideal,G,VVS2,63.0,56.0,4.35,4.31,2.73,965
186580,1.1,Good,G,SI1,63.6,61.0,6.52,6.47,4.14,5027
186581,0.51,Premium,I,SI1,61.8,60.0,5.12,5.1,3.16,1107
186582,1.02,Ideal,G,VS2,61.3,56.0,6.5,6.53,3.99,6559
186583,1.2,Ideal,I,SI1,62.0,56.0,6.78,6.87,4.23,5537
186584,0.37,Ideal,D,VS2,61.5,56.0,4.61,4.64,2.85,1041
186585,0.9,Ideal,G,SI1,60.6,57.0,6.19,6.24,3.76,3470
186586,1.21,Ideal,E,VS2,62.2,56.0,6.84,6.78,4.22,8660
186587,1.03,Ideal,G,SI1,61.5,55.0,6.53,6.48,4.0,4622
186588,0.41,Ideal,E,VS1,60.5,57.0,4.77,4.8,2.9,1079
186589,1.08,Ideal,F,SI1,62.6,56.0,6.57,6.59,4.13,6039
186590,0.33,Ideal,I,VS1,61.8,56.0,4.45,4.47,2.76,571
186591,0.6,Ideal,G,VVS2,62.2,55.0,5.39,5.42,3.36,2168
186592,0.9,Good,F,SI1,63.6,60.0,6.1,6.12,3.88,3387
186593,0.59,Very Good,F,VS2,61.7,56.0,5.38,5.4,3.32,1723
186594,0.76,Ideal,F,SI1,62.0,55.0,5.83,5.87,3.64,3136
186595,0.7,Premium,G,SI1,60.3,58.0,5.76,5.79,3.48,2488
186596,1.0,Premium,I,VS2,61.9,58.0,6.42,6.37,3.96,3548
186597,0.37,Premium,E,VS2,60.6,58.0,4.61,4.66,2.81,849
186598,1.62,Premium,F,SI1,60.8,60.0,7.63,7.55,4.62,11765
186599,1.64,Ideal,F,SI1,61.9,56.0,7.51,7.58,4.67,13714
186600,1.01,Ideal,F,SI2,61.1,56.0,6.44,6.51,3.95,4049
186601,0.5,Premium,G,SI2,61.0,59.0,5.12,5.06,3.11,1131
186602,1.51,Very Good,H,VS2,62.4,58.0,7.26,7.31,4.54,10423
186603,1.02,Ideal,H,SI2,60.6,57.0,6.54,6.49,3.95,3604
186604,1.75,Premium,J,IF,60.9,60.0,7.79,7.68,4.71,12400
186605,0.34,Premium,E,SI1,59.3,58.0,4.55,4.58,2.68,612
186606,0.7,Good,F,VS2,63.9,60.0,5.61,5.57,3.55,2676
186607,0.4,Ideal,D,VS2,62.5,55.0,4.73,4.71,2.95,982
186608,0.71,Ideal,G,VS2,62.2,57.0,5.71,5.75,3.56,2565
186609,0.42,Premium,E,SI1,62.5,58.0,4.78,4.8,3.0,722
186610,0.32,Premium,G,VS1,61.3,59.0,4.35,4.38,2.68,619
186611,1.5,Ideal,H,VVS2,61.3,57.0,7.33,7.29,4.48,12209
186612,1.24,Premium,F,VS2,60.2,60.0,6.95,6.92,4.18,8938
186613,0.31,Very Good,D,SI1,62.3,59.0,4.27,4.3,2.67,571
186614,0.34,Ideal,G,VVS1,61.4,56.0,4.52,4.55,2.78,891
186615,1.53,Very Good,H,SI1,60.2,61.0,7.4,7.47,4.46,9714
186616,1.3,Premium,D,SI2,59.5,58.0,7.16,7.11,4.23,6303
186617,0.7,Ideal,I,VVS2,62.8,54.0,5.64,5.67,3.56,2513
186618,1.05,Ideal,G,SI1,62.3,55.0,6.5,6.47,4.05,5166
186619,0.83,Very Good,I,VS2,62.5,57.0,5.96,5.99,3.74,2867
186620,0.23,Ideal,F,VVS2,62.0,55.0,3.95,3.98,2.45,504
186621,1.03,Ideal,H,SI1,62.3,56.0,6.46,6.44,4.02,4559
186622,0.55,Ideal,G,VS2,62.5,57.0,5.26,5.29,3.3,1615
186623,1.51,Premium,I,VS2,62.2,58.0,7.33,7.36,4.57,9417
186624,0.71,Ideal,I,SI1,61.8,55.0,5.75,5.76,3.56,2129
186625,0.4,Ideal,E,VS2,62.0,56.0,4.71,4.74,2.92,814
186626,0.52,Ideal,F,VS1,60.9,56.0,5.19,5.24,3.18,1847
186627,1.04,Ideal,I,SI1,61.0,56.0,6.5,6.59,3.99,4032
186628,0.3,Premium,H,SI1,61.0,58.0,4.34,4.32,2.63,576
186629,0.9,Ideal,J,VS2,61.5,56.0,6.21,6.26,3.84,3780
186630,0.71,Very Good,I,SI1,63.3,58.0,5.65,5.7,3.58,2091
186631,0.51,Premium,D,VS1,59.9,58.0,5.16,5.12,3.07,1835
186632,1.52,Premium,J,VS2,61.2,58.0,7.48,7.44,4.57,7553
186633,0.34,Premium,G,VS1,60.6,58.0,4.47,4.51,2.72,686
186634,1.5,Good,E,SI1,63.9,58.0,7.21,7.19,4.61,11867
186635,0.39,Ideal,F,VS1,61.9,56.0,4.69,4.74,2.92,939
186636,0.61,Very Good,E,SI1,62.4,55.0,5.43,5.45,3.39,1698
186637,1.01,Very Good,E,VS2,62.7,58.0,6.34,6.36,3.98,6522
186638,0.74,Very Good,D,SI2,63.3,59.0,5.7,5.71,3.61,2370
186639,0.31,Premium,G,VVS1,60.8,58.0,4.4,4.37,2.67,1046
186640,0.31,Very Good,H,SI1,62.4,56.0,4.32,4.37,2.71,557
186641,0.31,Ideal,G,VVS1,61.2,56.0,4.38,4.4,2.69,846
186642,1.06,Ideal,G,VS2,61.7,56.0,6.52,6.56,4.03,5777
186643,1.6,Ideal,G,SI1,62.0,57.0,7.48,7.51,4.64,9384
186644,1.2,Ideal,G,SI1,61.0,57.0,6.88,6.93,4.2,6504
186645,1.01,Good,F,SI2,63.4,59.0,6.38,6.34,4.02,3950
186646,1.02,Premium,H,SI2,61.3,58.0,6.46,6.54,3.98,3936
186647,0.31,Ideal,H,VVS1,62.6,56.0,4.3,4.31,2.7,707
186648,1.5,Very Good,I,SI1,63.4,58.0,7.23,7.27,4.59,8737
186649,0.39,Premium,E,VS1,60.6,60.0,4.68,4.64,2.82,1097
186650,0.72,Very Good,F,SI1,63.3,56.0,5.65,5.74,3.61,2333
186651,1.5,Premium,J,VS2,62.0,59.0,7.31,7.21,4.51,6596
186652,0.3,Very Good,D,VS2,62.9,57.0,4.26,4.29,2.69,710
186653,1.01,Ideal,H,SI1,61.0,57.0,6.49,6.47,3.95,4661
186654,0.4,Ideal,E,VS1,62.9,55.0,4.68,4.72,2.96,1124
186655,1.01,Good,F,VS2,62.8,61.0,6.31,6.32,3.96,5813
186656,0.31,Ideal,D,SI2,62.3,55.0,4.37,4.33,2.71,593
186657,1.6,Premium,G,SI1,61.9,58.0,7.45,7.53,4.64,10744
186658,1.23,Premium,G,SI1,62.3,59.0,6.86,6.82,4.26,7639
186659,1.02,Ideal,D,SI2,60.9,56.0,6.52,6.58,3.99,4964
186660,0.7,Good,H,SI1,63.8,62.0,5.6,5.63,3.59,2042
186661,0.9,Very Good,D,SI1,63.2,60.0,6.07,6.04,3.83,3679
186662,0.3,Ideal,H,SI1,62.5,54.0,4.31,4.29,2.69,540
186663,1.02,Very Good,G,VVS2,62.8,59.0,6.37,6.43,4.02,7800
186664,0.3,Very Good,H,SI1,63.2,56.0,4.27,4.29,2.7,554
186665,0.38,Ideal,D,VS2,61.4,56.0,4.69,4.72,2.89,893
186666,0.59,Ideal,G,VS1,60.4,56.0,5.47,5.44,3.3,1865
186667,1.53,Very Good,F,SI1,61.6,60.0,7.38,7.44,4.57,13292
186668,1.21,Premium,G,VS1,61.8,58.0,6.86,6.89,4.24,8293
186669,0.33,Very Good,E,VS1,62.9,56.0,4.39,4.42,2.77,781
186670,1.27,Premium,H,VS2,59.4,59.0,7.14,7.04,4.23,7193
186671,0.72,Good,I,VVS1,63.8,57.0,5.65,5.69,3.61,2633
186672,1.01,Very Good,G,SI2,62.9,58.0,6.34,6.37,4.0,4685
186673,0.3,Ideal,F,VS2,62.2,55.0,4.32,4.35,2.7,524
186674,0.7,Premium,H,VS2,62.8,58.0,5.64,5.61,3.53,2104
186675,0.34,Ideal,H,VS1,61.9,56.0,4.49,4.53,2.79,596
186676,1.12,Premium,G,VS2,61.3,59.0,6.67,6.72,4.12,7438
186677,1.01,Good,E,SI2,64.1,60.0,6.32,6.28,4.03,3968
186678,0.42,Premium,H,VS1,62.3,59.0,4.79,4.77,2.98,1040
186679,1.32,Ideal,H,VS2,61.9,56.0,7.07,7.04,4.36,9012
186680,0.28,Very Good,D,VVS2,61.6,62.0,4.2,4.23,2.59,707
186681,2.01,Premium,G,SI2,60.4,59.0,8.1,8.15,4.91,12829
186682,0.3,Good,G,VS1,63.3,54.0,4.25,4.28,2.71,666
186683,0.55,Ideal,E,SI2,61.4,56.0,5.23,5.27,3.22,1359
186684,0.41,Ideal,D,SI1,61.7,56.0,4.8,4.77,2.95,929
186685,0.9,Very Good,D,VS2,61.5,60.0,6.19,6.22,3.82,4521
186686,1.18,Very Good,G,VS1,61.6,59.0,6.75,6.71,4.15,8964
186687,1.01,Ideal,G,SI1,61.9,58.0,6.39,6.42,3.96,4821
186688,1.01,Premium,G,VS2,60.4,60.0,6.51,6.55,3.94,6108
186689,0.59,Very Good,E,SI2,60.4,59.0,5.41,5.43,3.27,1314
186690,1.0,Premium,F,SI2,62.4,58.0,6.39,6.37,3.98,3918
186691,0.51,Good,E,SI1,63.8,55.0,5.15,5.11,3.27,1443
186692,0.31,Premium,H,VVS1,60.3,61.0,4.43,4.4,2.67,726
186693,0.59,Ideal,F,VS1,62.4,56.0,5.39,5.36,3.36,1923
186694,2.04,Premium,H,SI2,61.0,58.0,8.24,8.21,5.04,12196
186695,1.53,Very Good,G,SI1,63.1,56.0,7.32,7.26,4.6,10150
186696,1.02,Very Good,E,SI1,63.1,61.0,6.39,6.35,4.01,5243
186697,0.31,Premium,D,VS2,62.7,59.0,4.34,4.29,2.71,942
186698,0.33,Premium,E,VVS2,61.5,59.0,4.48,4.44,2.74,1114
186699,0.31,Ideal,J,VS1,62.0,54.0,4.36,4.41,2.72,451
186700,0.4,Ideal,G,SI1,61.6,55.0,4.79,4.77,2.95,612
186701,0.41,Ideal,G,VS2,61.7,56.0,4.74,4.78,2.94,835
186702,0.31,Premium,D,SI2,62.1,59.0,4.3,4.33,2.68,462
186703,0.54,Ideal,G,VS1,61.2,55.0,5.24,5.29,3.22,1822
186704,0.3,Ideal,F,IF,60.5,58.0,4.34,4.38,2.64,869
186705,0.71,Ideal,F,VS1,61.2,56.0,5.76,5.8,3.54,2960
186706,0.3,Ideal,E,VS2,61.7,56.0,4.34,4.31,2.67,844
186707,0.4,Ideal,I,SI2,61.4,56.0,4.74,4.77,2.92,641
186708,1.22,Very Good,F,SI1,61.9,58.0,6.82,6.84,4.23,6951
186709,1.06,Ideal,G,VVS2,61.2,57.0,6.55,6.63,4.02,8256
186710,1.01,Very Good,G,VS1,62.4,57.0,6.36,6.42,3.99,6388
186711,0.5,Premium,H,SI1,60.7,58.0,5.16,5.14,3.13,1140
186712,0.31,Ideal,F,VVS1,62.5,56.0,4.38,4.34,2.72,803
186713,0.71,Very Good,H,SI1,62.6,61.0,5.64,5.7,3.54,2296
186714,1.21,Very Good,E,SI2,63.1,56.0,6.8,6.78,4.28,5057
186715,0.4,Ideal,E,VS2,61.3,55.0,4.75,4.79,2.92,975
186716,0.31,Ideal,F,VS2,62.2,56.0,4.32,4.33,2.69,802
186717,0.72,Premium,F,VS2,62.7,59.0,5.71,5.74,3.59,2968
186718,0.7,Ideal,F,VS2,62.3,57.0,5.64,5.69,3.53,2648
186719,0.42,Good,D,SI1,63.4,57.0,4.73,4.75,3.01,970
186720,0.25,Ideal,F,VVS2,61.6,56.0,4.06,4.08,2.51,602
186721,0.52,Ideal,G,VS2,62.2,55.0,5.16,5.14,3.2,1607
186722,0.33,Ideal,F,VVS2,61.8,56.0,4.48,4.47,2.76,1041
186723,1.04,Premium,G,SI1,61.3,61.0,6.51,6.53,3.99,4811
186724,0.4,Ideal,G,VS1,62.7,56.0,4.71,4.73,2.95,1031
186725,0.4,Premium,G,VVS1,61.6,59.0,4.69,4.73,2.9,1026
186726,1.03,Ideal,E,SI1,61.2,55.0,6.49,6.52,3.98,6153
186727,0.61,Ideal,H,VVS2,62.1,56.0,5.42,5.47,3.37,2138
186728,0.23,Ideal,E,VVS2,61.5,57.0,3.99,4.03,2.46,530
186729,0.51,Ideal,F,SI1,62.2,55.0,5.12,5.15,3.19,1268
186730,0.34,Ideal,D,SI1,62.2,56.0,4.48,4.47,2.79,748
186731,1.02,Ideal,D,SI2,62.7,57.0,6.43,6.38,4.02,4421
186732,0.31,Very Good,I,VS1,61.5,62.0,4.27,4.3,2.63,418
186733,0.3,Premium,D,SI1,60.4,58.0,4.36,4.32,2.62,709
186734,1.22,Premium,G,SI1,62.7,56.0,6.88,6.83,4.29,7256
186735,0.71,Very Good,F,SI1,62.7,58.0,5.64,5.69,3.55,2300
186736,0.33,Ideal,G,VS1,61.1,56.0,4.48,4.44,2.73,854
186737,0.54,Ideal,F,VS2,62.0,55.0,5.24,5.26,3.25,1367
186738,0.44,Ideal,D,VS1,60.8,56.0,4.91,4.93,2.99,830
186739,0.32,Ideal,G,VVS1,61.3,57.0,4.45,4.42,2.72,861
186740,0.32,Ideal,E,VS2,62.2,54.0,4.41,4.35,2.72,900
186741,1.2,Ideal,J,VS1,61.7,57.0,6.82,6.87,4.22,5321
186742,1.08,Ideal,H,SI1,62.1,56.0,6.59,6.56,4.08,4688
186743,0.41,Premium,F,VS2,61.0,60.0,4.78,4.76,2.9,869
186744,0.91,Very Good,G,SI1,62.2,57.0,6.19,6.22,3.87,3730
186745,1.59,Premium,E,SI1,61.2,58.0,7.52,7.48,4.59,9698
186746,0.71,Ideal,E,SI2,61.2,56.0,5.74,5.71,3.51,2363
186747,0.4,Very Good,D,VS2,60.9,60.0,4.74,4.77,2.9,957
186748,1.3,Very Good,I,SI1,62.7,59.0,6.97,7.0,4.38,5597
186749,0.54,Very Good,G,VS1,63.5,55.0,5.17,5.18,3.3,1635
186750,1.12,Ideal,F,VVS2,61.7,57.0,6.66,6.7,4.12,10080
186751,0.73,Ideal,I,VS1,61.1,56.0,5.79,5.82,3.56,2469
186752,0.91,Premium,F,SI1,62.5,57.0,6.21,6.17,3.86,4284
186753,0.38,Ideal,I,VS1,61.9,55.0,4.63,4.67,2.88,587
186754,2.11,Premium,F,SI2,60.7,59.0,8.25,8.21,5.01,18611
186755,0.57,Ideal,D,VVS2,61.2,54.0,5.37,5.39,3.29,2981
186756,0.38,Ideal,I,VS1,61.9,54.4,4.69,4.64,2.89,921
186757,0.25,Very Good,E,VVS1,60.9,57.0,4.03,4.11,2.48,575
186758,0.56,Ideal,E,VVS2,61.7,57.0,5.29,5.31,3.27,2475
186759,1.52,Premium,E,SI2,61.3,59.0,7.38,7.31,4.5,9252
186760,0.32,Ideal,G,VVS2,61.5,55.0,4.42,4.44,2.73,730
186761,0.3,Very Good,G,VS1,62.2,58.0,4.25,4.28,2.65,605
186762,1.05,Ideal,E,SI1,61.4,57.0,6.52,6.6,4.03,5499
186763,0.7,Fair,H,SI1,65.8,57.0,5.59,5.56,3.66,2121
186764,1.01,Premium,G,VS1,62.3,59.0,6.43,6.4,3.99,6384
186765,0.71,Ideal,E,SI1,62.0,57.0,5.7,5.73,3.54,3003
186766,0.53,Ideal,G,VS2,61.4,56.0,5.22,5.25,3.21,1607
186767,0.3,Ideal,G,VS2,62.3,56.0,4.28,4.31,2.68,630
186768,0.9,Good,F,SI1,63.9,58.0,6.08,6.02,3.86,3992
186769,0.73,Ideal,G,VS1,62.1,55.0,5.77,5.74,3.57,3044
186770,0.41,Premium,E,VS1,61.0,59.0,4.8,4.76,2.91,1079
186771,0.31,Ideal,G,VS2,62.3,55.0,4.4,4.37,2.73,698
186772,0.37,Ideal,D,SI1,62.1,54.0,4.62,4.66,2.88,683
186773,0.3,Ideal,F,VS2,62.9,57.0,4.26,4.29,2.69,573
186774,0.51,Ideal,G,VS1,62.4,55.0,5.11,5.13,3.19,1656
186775,0.93,Ideal,E,SI2,61.8,54.0,6.27,6.31,3.88,3340
186776,0.71,Ideal,G,VS2,61.3,56.0,5.74,5.78,3.53,2621
186777,0.31,Premium,D,VS2,58.7,59.0,4.48,4.51,2.64,734
186778,0.71,Ideal,E,SI1,61.6,56.0,5.75,5.71,3.53,3032
186779,0.7,Very Good,G,VS1,61.2,57.0,5.71,5.74,3.48,2622
186780,0.27,Ideal,D,VS1,60.9,57.0,4.17,4.19,2.55,597
186781,0.27,Very Good,E,VVS2,61.1,58.0,4.13,4.15,2.53,575
186782,1.06,Very Good,F,SI1,62.0,56.0,6.5,6.54,4.04,5088
186783,0.31,Premium,F,VS2,62.0,59.0,4.32,4.36,2.69,625
186784,1.28,Ideal,J,SI2,61.5,57.0,6.98,7.02,4.31,4645
186785,1.7,Ideal,J,VS2,62.9,56.0,7.59,7.54,4.74,9343
186786,1.7,Premium,I,VS2,62.8,59.0,7.56,7.61,4.77,11108
186787,1.01,Ideal,G,SI1,62.7,55.0,6.4,6.43,4.02,5555
186788,0.33,Ideal,E,VS2,62.0,56.0,4.51,4.47,2.78,928
186789,0.3,Ideal,D,VS2,62.3,54.0,4.3,4.35,2.69,670
186790,0.42,Ideal,G,VS1,61.0,56.0,4.84,4.82,2.94,1049
186791,0.92,Very Good,D,SI2,63.3,58.0,6.11,6.12,3.87,3418
186792,1.01,Premium,F,VVS2,60.5,58.0,6.53,6.47,3.94,8818
186793,1.23,Ideal,G,VS1,61.8,56.0,6.83,6.87,4.24,9734
186794,0.68,Premium,F,SI1,58.6,60.0,5.77,5.68,3.35,1749
186795,2.0,Good,H,SI1,59.8,61.0,8.08,8.14,4.85,14330
186796,0.72,Premium,F,SI1,60.1,61.0,5.85,5.78,3.49,2469
186797,0.45,Ideal,G,VS1,61.8,56.0,4.92,4.95,3.04,1079
186798,0.55,Ideal,G,VS1,61.1,56.0,5.3,5.28,3.23,1922
186799,0.32,Ideal,E,VS1,61.9,57.0,4.38,4.4,2.72,735
186800,0.51,Ideal,G,VS2,62.2,57.0,5.09,5.12,3.18,1546
186801,0.42,Premium,G,VS2,61.6,58.0,4.84,4.82,2.97,847
186802,1.01,Premium,D,VS2,61.0,58.0,6.52,6.48,3.97,7281
186803,0.35,Ideal,F,VS2,62.7,55.0,4.53,4.49,2.83,1267
186804,0.3,Premium,E,VS2,60.7,59.0,4.31,4.35,2.63,658
186805,0.32,Ideal,D,VVS2,61.8,55.0,4.4,4.43,2.73,867
186806,1.5,Very Good,E,SI1,63.9,58.0,7.21,7.27,4.62,10833
186807,1.0,Very Good,H,SI1,63.3,56.0,6.34,6.37,4.01,4513
186808,0.9,Ideal,I,VS1,62.0,53.7,6.2,6.24,3.85,3581
186809,0.54,Ideal,F,VS1,61.8,56.0,5.26,5.28,3.25,1582
186810,2.09,Ideal,J,SI2,61.9,59.0,8.17,8.21,5.06,13205
186811,1.5,Good,E,SI2,58.4,61.0,7.49,7.54,4.38,8850
186812,0.38,Premium,G,SI1,61.6,58.0,4.66,4.63,2.86,855
186813,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,1857
186814,0.31,Premium,D,SI1,59.1,57.0,4.46,4.42,2.62,729
186815,1.2,Premium,E,SI2,61.7,58.0,6.77,6.84,4.2,5963
186816,1.13,Premium,D,SI2,61.7,58.0,6.63,6.67,4.1,4752
186817,0.31,Very Good,E,VS1,60.4,59.0,4.37,4.35,2.64,629
186818,1.51,Ideal,D,VS2,61.7,56.0,7.32,7.37,4.54,17227
186819,0.54,Ideal,F,VS1,61.5,57.0,5.2,5.23,3.2,1935
186820,0.39,Ideal,G,SI1,60.8,57.0,4.74,4.77,2.9,755
186821,0.53,Premium,F,VS2,60.1,59.0,5.25,5.27,3.17,1777
186822,1.24,Very Good,I,SI1,61.2,59.0,6.94,6.88,4.24,5584
186823,0.4,Good,F,SI1,63.1,56.0,4.7,4.74,2.98,766
186824,2.02,Premium,H,SI1,62.3,55.0,8.06,8.12,5.04,18295
186825,1.01,Very Good,F,VS2,63.1,60.0,6.42,6.34,4.02,6416
186826,0.32,Good,J,SI1,63.1,58.0,4.34,4.36,2.74,374
186827,0.32,Ideal,H,SI1,62.6,56.0,4.38,4.4,2.75,573
186828,0.4,Ideal,E,VS1,61.8,55.0,4.75,4.73,2.93,1125
186829,0.43,Very Good,G,VS1,61.3,57.0,4.84,4.88,2.97,772
186830,1.01,Very Good,H,SI1,63.1,56.0,6.38,6.41,4.03,4855
186831,2.01,Premium,H,SI2,60.9,61.0,8.15,8.1,4.94,12978
186832,0.42,Premium,H,VS1,60.2,60.0,4.83,4.85,2.91,1048
186833,0.73,Ideal,G,VS2,61.4,56.0,5.82,5.78,3.56,3071
186834,0.59,Ideal,G,VS1,61.5,55.0,5.34,5.39,3.3,1793
186835,1.04,Very Good,D,VS1,63.6,59.0,6.43,6.39,4.06,8305
186836,1.01,Ideal,E,SI2,61.2,57.0,6.47,6.42,3.94,5255
186837,1.1,Good,H,SI2,63.7,57.0,6.45,6.48,4.12,4118
186838,1.23,Ideal,G,VS2,61.2,56.0,6.92,6.96,4.25,7983
186839,1.52,Premium,F,SI1,59.9,58.0,7.47,7.39,4.45,10913
186840,0.8,Very Good,G,VS1,62.9,57.0,5.91,5.94,3.72,3507
186841,2.0,Ideal,I,VS2,61.6,59.0,8.04,8.0,4.94,17983
186842,0.7,Very Good,E,SI1,61.5,58.0,5.63,5.74,3.5,2473
186843,0.51,Premium,E,VS2,60.9,57.0,5.2,5.2,3.16,1738
186844,0.4,Very Good,I,VVS1,62.1,60.0,4.71,4.76,2.94,1035
186845,0.33,Ideal,E,SI1,61.5,55.0,4.4,4.46,2.73,596
186846,0.27,Ideal,F,VVS2,61.5,56.0,4.16,4.19,2.57,620
186847,0.3,Premium,E,VS2,60.7,59.0,4.32,4.36,2.63,658
186848,0.43,Premium,H,VVS1,60.3,59.0,4.9,4.86,2.95,1127
186849,0.6,Ideal,E,VS2,61.8,56.0,5.43,5.4,3.35,1980
186850,0.7,Premium,F,SI1,61.3,60.0,5.74,5.69,3.5,2327
186851,0.72,Very Good,E,SI1,63.3,57.0,5.68,5.75,3.62,2586
186852,0.73,Ideal,E,SI1,62.0,57.0,5.76,5.79,3.57,2604
186853,1.51,Premium,H,VS2,62.9,58.0,7.28,7.31,4.58,9659
186854,2.01,Premium,G,SI2,60.9,62.0,8.13,8.07,4.92,15907
186855,1.01,Ideal,I,SI2,61.9,57.0,6.47,6.44,3.99,3822
186856,0.3,Ideal,D,SI1,61.4,55.0,4.36,4.38,2.68,731
186857,0.5,Ideal,F,SI1,62.1,55.0,5.09,5.13,3.17,1266
186858,0.31,Ideal,D,VS2,61.6,56.0,4.37,4.33,2.68,942
